,nid,cabinet,cname,NICaddr,x,y,z,class
447,447,c0-8,c0-8c2s0n3,1217,0,9,16,xe
448,448,c0-8,c0-8c1s0n2,1212,0,9,15,xe
449,449,c0-8,c0-8c1s0n3,1213,0,9,15,xe
450,450,c0-8,c0-8c1s1n2,1208,0,9,14,xe
451,451,c0-8,c0-8c1s1n3,1209,0,9,14,xe
452,452,c0-8,c0-8c1s2n2,1204,0,9,13,xe
453,453,c0-8,c0-8c1s2n3,1205,0,9,13,xe
454,454,c0-8,c0-8c1s3n2,1200,0,9,12,xe
455,455,c0-8,c0-8c1s3n3,1201,0,9,12,xe
456,456,c0-8,c0-8c1s4n2,1196,0,9,11,xe
457,457,c0-8,c0-8c1s4n3,1197,0,9,11,xe
458,458,c0-8,c0-8c1s5n2,1192,0,9,10,xe
459,459,c0-8,c0-8c1s5n3,1193,0,9,10,xe
460,460,c0-8,c0-8c1s6n2,1188,0,9,9,xe
461,461,c0-8,c0-8c1s6n3,1189,0,9,9,xe
462,462,c0-8,c0-8c1s7n2,1184,0,9,8,xe
463,463,c0-8,c0-8c1s7n3,1185,0,9,8,xe
464,464,c0-8,c0-8c0s7n2,1180,0,9,7,lnet
465,465,c0-8,c0-8c0s7n3,1181,0,9,7,lnet
466,466,c0-8,c0-8c0s6n2,1176,0,9,6,xe
467,467,c0-8,c0-8c0s6n3,1177,0,9,6,xe
468,468,c0-8,c0-8c0s5n2,1172,0,9,5,xe
469,469,c0-8,c0-8c0s5n3,1173,0,9,5,xe
470,470,c0-8,c0-8c0s4n2,1168,0,9,4,xe
471,471,c0-8,c0-8c0s4n3,1169,0,9,4,xe
472,472,c0-8,c0-8c0s3n2,1164,0,9,3,xe
473,473,c0-8,c0-8c0s3n3,1165,0,9,3,xe
474,474,c0-8,c0-8c0s2n2,1160,0,9,2,xe
475,475,c0-8,c0-8c0s2n3,1161,0,9,2,xe
476,476,c0-8,c0-8c0s1n2,1156,0,9,1,xe
477,477,c0-8,c0-8c0s1n3,1157,0,9,1,xe
478,478,c0-8,c0-8c0s0n2,1152,0,9,0,xe
479,479,c0-8,c0-8c0s0n3,1153,0,9,0,xe
480,480,c0-10,c0-10c2s0n0,1280,0,10,0,xe
481,481,c0-10,c0-10c2s0n1,1281,0,10,0,xe
482,482,c0-10,c0-10c2s1n0,1284,0,10,1,xe
483,483,c0-10,c0-10c2s1n1,1285,0,10,1,xe
484,484,c0-10,c0-10c2s2n0,1288,0,10,2,xe
485,485,c0-10,c0-10c2s2n1,1289,0,10,2,xe
486,486,c0-10,c0-10c2s3n0,1292,0,10,3,xe
487,487,c0-10,c0-10c2s3n1,1293,0,10,3,xe
488,488,c0-10,c0-10c2s4n0,1296,0,10,4,xe
489,489,c0-10,c0-10c2s4n1,1297,0,10,4,xe
490,490,c0-10,c0-10c2s5n0,1300,0,10,5,xe
491,491,c0-10,c0-10c2s5n1,1301,0,10,5,xe
492,492,c0-10,c0-10c2s6n0,1304,0,10,6,xe
493,493,c0-10,c0-10c2s6n1,1305,0,10,6,xe
494,494,c0-10,c0-10c2s7n0,1308,0,10,7,xe
495,495,c0-10,c0-10c2s7n1,1309,0,10,7,xe
496,496,c0-10,c0-10c1s7n0,1312,0,10,8,xe
497,497,c0-10,c0-10c1s7n1,1313,0,10,8,xe
498,498,c0-10,c0-10c1s6n0,1316,0,10,9,xe
499,499,c0-10,c0-10c1s6n1,1317,0,10,9,xe
500,500,c0-10,c0-10c1s5n0,1320,0,10,10,xe
501,501,c0-10,c0-10c1s5n1,1321,0,10,10,xe
502,502,c0-10,c0-10c1s4n0,1324,0,10,11,xe
503,503,c0-10,c0-10c1s4n1,1325,0,10,11,xe
504,504,c0-10,c0-10c1s3n0,1328,0,10,12,xe
505,505,c0-10,c0-10c1s3n1,1329,0,10,12,xe
506,506,c0-10,c0-10c1s2n0,1332,0,10,13,xe
507,507,c0-10,c0-10c1s2n1,1333,0,10,13,xe
508,508,c0-10,c0-10c1s1n0,1336,0,10,14,xe
509,509,c0-10,c0-10c1s1n1,1337,0,10,14,xe
510,510,c0-10,c0-10c1s0n0,1340,0,10,15,xe
511,511,c0-10,c0-10c1s0n1,1341,0,10,15,xe
512,512,c0-10,c0-10c0s0n0,1344,0,10,16,xe
513,513,c0-10,c0-10c0s0n1,1345,0,10,16,xe
514,514,c0-10,c0-10c0s1n0,1348,0,10,17,xe
515,515,c0-10,c0-10c0s1n1,1349,0,10,17,xe
516,516,c0-10,c0-10c0s2n0,1352,0,10,18,xe
517,517,c0-10,c0-10c0s2n1,1353,0,10,18,xe
518,518,c0-10,c0-10c0s3n0,1356,0,10,19,xe
519,519,c0-10,c0-10c0s3n1,1357,0,10,19,xe
520,520,c0-10,c0-10c0s4n0,1360,0,10,20,xe
521,521,c0-10,c0-10c0s4n1,1361,0,10,20,xe
522,522,c0-10,c0-10c0s5n0,1364,0,10,21,xe
523,523,c0-10,c0-10c0s5n1,1365,0,10,21,xe
524,524,c0-10,c0-10c0s6n0,1368,0,10,22,xe
525,525,c0-10,c0-10c0s6n1,1369,0,10,22,xe
526,526,c0-10,c0-10c0s7n0,1372,0,10,23,xe
527,527,c0-10,c0-10c0s7n1,1373,0,10,23,xe
528,528,c0-10,c0-10c0s7n2,1500,0,11,23,xe
529,529,c0-10,c0-10c0s7n3,1501,0,11,23,xe
530,530,c0-10,c0-10c0s6n2,1496,0,11,22,xe
531,531,c0-10,c0-10c0s6n3,1497,0,11,22,xe
532,532,c0-10,c0-10c0s5n2,1492,0,11,21,xe
533,533,c0-10,c0-10c0s5n3,1493,0,11,21,xe
534,534,c0-10,c0-10c0s4n2,1488,0,11,20,xe
535,535,c0-10,c0-10c0s4n3,1489,0,11,20,xe
536,536,c0-10,c0-10c0s3n2,1484,0,11,19,xe
537,537,c0-10,c0-10c0s3n3,1485,0,11,19,xe
538,538,c0-10,c0-10c0s2n2,1480,0,11,18,xe
539,539,c0-10,c0-10c0s2n3,1481,0,11,18,xe
540,540,c0-10,c0-10c0s1n2,1476,0,11,17,xe
541,541,c0-10,c0-10c0s1n3,1477,0,11,17,xe
542,542,c0-10,c0-10c0s0n2,1472,0,11,16,xe
543,543,c0-10,c0-10c0s0n3,1473,0,11,16,xe
544,544,c0-10,c0-10c1s0n2,1468,0,11,15,xe
545,545,c0-10,c0-10c1s0n3,1469,0,11,15,xe
546,546,c0-10,c0-10c1s1n2,1464,0,11,14,xe
547,547,c0-10,c0-10c1s1n3,1465,0,11,14,xe
548,548,c0-10,c0-10c1s2n2,1460,0,11,13,xe
549,549,c0-10,c0-10c1s2n3,1461,0,11,13,xe
550,550,c0-10,c0-10c1s3n2,1456,0,11,12,xe
551,551,c0-10,c0-10c1s3n3,1457,0,11,12,xe
552,552,c0-10,c0-10c1s4n2,1452,0,11,11,xe
553,553,c0-10,c0-10c1s4n3,1453,0,11,11,xe
554,554,c0-10,c0-10c1s5n2,1448,0,11,10,xe
555,555,c0-10,c0-10c1s5n3,1449,0,11,10,xe
556,556,c0-10,c0-10c1s6n2,1444,0,11,9,xe
557,557,c0-10,c0-10c1s6n3,1445,0,11,9,xe
558,558,c0-10,c0-10c1s7n2,1440,0,11,8,xe
559,559,c0-10,c0-10c1s7n3,1441,0,11,8,xe
560,560,c0-10,c0-10c2s7n2,1436,0,11,7,xe
561,561,c0-10,c0-10c2s7n3,1437,0,11,7,xe
562,562,c0-10,c0-10c2s6n2,1432,0,11,6,xe
563,563,c0-10,c0-10c2s6n3,1433,0,11,6,xe
564,564,c0-10,c0-10c2s5n2,1428,0,11,5,xe
565,565,c0-10,c0-10c2s5n3,1429,0,11,5,xe
566,566,c0-10,c0-10c2s4n2,1424,0,11,4,xe
567,567,c0-10,c0-10c2s4n3,1425,0,11,4,xe
568,568,c0-10,c0-10c2s3n2,1420,0,11,3,xe
569,569,c0-10,c0-10c2s3n3,1421,0,11,3,xe
570,570,c0-10,c0-10c2s2n2,1416,0,11,2,xe
571,571,c0-10,c0-10c2s2n3,1417,0,11,2,xe
572,572,c0-10,c0-10c2s1n2,1412,0,11,1,xe
573,573,c0-10,c0-10c2s1n3,1413,0,11,1,xe
574,574,c0-10,c0-10c2s0n2,1408,0,11,0,xe
575,575,c0-10,c0-10c2s0n3,1409,0,11,0,xe
576,576,c0-11,c0-11c0s0n0,1536,0,12,0,xe
577,577,c0-11,c0-11c0s0n1,1537,0,12,0,xe
578,578,c0-11,c0-11c0s1n0,1540,0,12,1,xe
579,579,c0-11,c0-11c0s1n1,1541,0,12,1,xe
580,580,c0-11,c0-11c0s2n0,1544,0,12,2,xe
581,581,c0-11,c0-11c0s2n1,1545,0,12,2,xe
582,582,c0-11,c0-11c0s3n0,1548,0,12,3,xe
583,583,c0-11,c0-11c0s3n1,1549,0,12,3,xe
584,584,c0-11,c0-11c0s4n0,1552,0,12,4,xe
585,585,c0-11,c0-11c0s4n1,1553,0,12,4,xe
586,586,c0-11,c0-11c0s5n0,1556,0,12,5,xe
587,587,c0-11,c0-11c0s5n1,1557,0,12,5,xe
588,588,c0-11,c0-11c0s6n0,1560,0,12,6,xe
589,589,c0-11,c0-11c0s6n1,1561,0,12,6,xe
590,590,c0-11,c0-11c0s7n0,1564,0,12,7,xe
591,591,c0-11,c0-11c0s7n1,1565,0,12,7,xe
592,592,c0-11,c0-11c1s7n0,1568,0,12,8,service
593,593,c0-11,c0-11c1s7n1,1569,0,12,8,service
594,594,c0-11,c0-11c1s6n0,1572,0,12,9,xe
595,595,c0-11,c0-11c1s6n1,1573,0,12,9,xe
596,596,c0-11,c0-11c1s5n0,1576,0,12,10,xe
597,597,c0-11,c0-11c1s5n1,1577,0,12,10,xe
598,598,c0-11,c0-11c1s4n0,1580,0,12,11,xe
599,599,c0-11,c0-11c1s4n1,1581,0,12,11,xe
600,600,c0-11,c0-11c1s3n0,1584,0,12,12,xe
601,601,c0-11,c0-11c1s3n1,1585,0,12,12,xe
602,602,c0-11,c0-11c1s2n0,1588,0,12,13,xe
603,603,c0-11,c0-11c1s2n1,1589,0,12,13,xe
604,604,c0-11,c0-11c1s1n0,1592,0,12,14,xe
605,605,c0-11,c0-11c1s1n1,1593,0,12,14,xe
606,606,c0-11,c0-11c1s0n0,1596,0,12,15,xe
607,607,c0-11,c0-11c1s0n1,1597,0,12,15,xe
608,608,c0-11,c0-11c2s0n0,1600,0,12,16,xe
609,609,c0-11,c0-11c2s0n1,1601,0,12,16,xe
610,610,c0-11,c0-11c2s1n0,1604,0,12,17,xe
611,611,c0-11,c0-11c2s1n1,1605,0,12,17,xe
612,612,c0-11,c0-11c2s2n0,1608,0,12,18,xe
613,613,c0-11,c0-11c2s2n1,1609,0,12,18,xe
614,614,c0-11,c0-11c2s3n0,1612,0,12,19,xe
615,615,c0-11,c0-11c2s3n1,1613,0,12,19,xe
616,616,c0-11,c0-11c2s4n0,1616,0,12,20,xe
617,617,c0-11,c0-11c2s4n1,1617,0,12,20,xe
618,618,c0-11,c0-11c2s5n0,1620,0,12,21,xe
619,619,c0-11,c0-11c2s5n1,1621,0,12,21,xe
620,620,c0-11,c0-11c2s6n0,1624,0,12,22,xe
621,621,c0-11,c0-11c2s6n1,1625,0,12,22,xe
622,622,c0-11,c0-11c2s7n0,1628,0,12,23,xe
623,623,c0-11,c0-11c2s7n1,1629,0,12,23,xe
624,624,c0-11,c0-11c2s7n2,1756,0,13,23,xe
625,625,c0-11,c0-11c2s7n3,1757,0,13,23,xe
626,626,c0-11,c0-11c2s6n2,1752,0,13,22,xe
627,627,c0-11,c0-11c2s6n3,1753,0,13,22,xe
628,628,c0-11,c0-11c2s5n2,1748,0,13,21,xe
629,629,c0-11,c0-11c2s5n3,1749,0,13,21,xe
630,630,c0-11,c0-11c2s4n2,1744,0,13,20,xe
631,631,c0-11,c0-11c2s4n3,1745,0,13,20,xe
632,632,c0-11,c0-11c2s3n2,1740,0,13,19,xe
633,633,c0-11,c0-11c2s3n3,1741,0,13,19,xe
634,634,c0-11,c0-11c2s2n2,1736,0,13,18,xe
635,635,c0-11,c0-11c2s2n3,1737,0,13,18,xe
636,636,c0-11,c0-11c2s1n2,1732,0,13,17,xe
637,637,c0-11,c0-11c2s1n3,1733,0,13,17,xe
638,638,c0-11,c0-11c2s0n2,1728,0,13,16,xe
639,639,c0-11,c0-11c2s0n3,1729,0,13,16,xe
640,640,c0-11,c0-11c1s0n2,1724,0,13,15,xe
641,641,c0-11,c0-11c1s0n3,1725,0,13,15,xe
642,642,c0-11,c0-11c1s1n2,1720,0,13,14,xe
643,643,c0-11,c0-11c1s1n3,1721,0,13,14,xe
644,644,c0-11,c0-11c1s2n2,1716,0,13,13,xe
645,645,c0-11,c0-11c1s2n3,1717,0,13,13,xe
646,646,c0-11,c0-11c1s3n2,1712,0,13,12,xe
647,647,c0-11,c0-11c1s3n3,1713,0,13,12,xe
648,648,c0-11,c0-11c1s4n2,1708,0,13,11,xe
649,649,c0-11,c0-11c1s4n3,1709,0,13,11,xe
650,650,c0-11,c0-11c1s5n2,1704,0,13,10,xe
651,651,c0-11,c0-11c1s5n3,1705,0,13,10,xe
652,652,c0-11,c0-11c1s6n2,1700,0,13,9,xe
653,653,c0-11,c0-11c1s6n3,1701,0,13,9,xe
654,654,c0-11,c0-11c1s7n2,1696,0,13,8,service
655,655,c0-11,c0-11c1s7n3,1697,0,13,8,service
656,656,c0-11,c0-11c0s7n2,1692,0,13,7,xe
657,657,c0-11,c0-11c0s7n3,1693,0,13,7,xe
658,658,c0-11,c0-11c0s6n2,1688,0,13,6,xe
659,659,c0-11,c0-11c0s6n3,1689,0,13,6,xe
660,660,c0-11,c0-11c0s5n2,1684,0,13,5,xe
661,661,c0-11,c0-11c0s5n3,1685,0,13,5,xe
662,662,c0-11,c0-11c0s4n2,1680,0,13,4,xe
663,663,c0-11,c0-11c0s4n3,1681,0,13,4,xe
664,664,c0-11,c0-11c0s3n2,1676,0,13,3,xe
665,665,c0-11,c0-11c0s3n3,1677,0,13,3,xe
666,666,c0-11,c0-11c0s2n2,1672,0,13,2,xe
667,667,c0-11,c0-11c0s2n3,1673,0,13,2,xe
668,668,c0-11,c0-11c0s1n2,1668,0,13,1,xe
669,669,c0-11,c0-11c0s1n3,1669,0,13,1,xe
670,670,c0-11,c0-11c0s0n2,1664,0,13,0,xe
671,671,c0-11,c0-11c0s0n3,1665,0,13,0,xe
672,672,c0-9,c0-9c2s0n0,1792,0,14,0,xe
673,673,c0-9,c0-9c2s0n1,1793,0,14,0,xe
674,674,c0-9,c0-9c2s1n0,1796,0,14,1,xe
675,675,c0-9,c0-9c2s1n1,1797,0,14,1,xe
676,676,c0-9,c0-9c2s2n0,1800,0,14,2,xe
677,677,c0-9,c0-9c2s2n1,1801,0,14,2,xe
678,678,c0-9,c0-9c2s3n0,1804,0,14,3,xe
679,679,c0-9,c0-9c2s3n1,1805,0,14,3,xe
680,680,c0-9,c0-9c2s4n0,1808,0,14,4,xe
681,681,c0-9,c0-9c2s4n1,1809,0,14,4,xe
682,682,c0-9,c0-9c2s5n0,1812,0,14,5,xe
683,683,c0-9,c0-9c2s5n1,1813,0,14,5,xe
684,684,c0-9,c0-9c2s6n0,1816,0,14,6,xe
685,685,c0-9,c0-9c2s6n1,1817,0,14,6,xe
686,686,c0-9,c0-9c2s7n0,1820,0,14,7,xe
687,687,c0-9,c0-9c2s7n1,1821,0,14,7,xe
688,688,c0-9,c0-9c1s7n0,1824,0,14,8,xe
689,689,c0-9,c0-9c1s7n1,1825,0,14,8,xe
690,690,c0-9,c0-9c1s6n0,1828,0,14,9,xe
691,691,c0-9,c0-9c1s6n1,1829,0,14,9,xe
692,692,c0-9,c0-9c1s5n0,1832,0,14,10,xe
693,693,c0-9,c0-9c1s5n1,1833,0,14,10,xe
694,694,c0-9,c0-9c1s4n0,1836,0,14,11,xe
695,695,c0-9,c0-9c1s4n1,1837,0,14,11,xe
696,696,c0-9,c0-9c1s3n0,1840,0,14,12,xe
697,697,c0-9,c0-9c1s3n1,1841,0,14,12,xe
698,698,c0-9,c0-9c1s2n0,1844,0,14,13,xe
699,699,c0-9,c0-9c1s2n1,1845,0,14,13,xe
700,700,c0-9,c0-9c1s1n0,1848,0,14,14,xe
701,701,c0-9,c0-9c1s1n1,1849,0,14,14,xe
702,702,c0-9,c0-9c1s0n0,1852,0,14,15,xe
703,703,c0-9,c0-9c1s0n1,1853,0,14,15,xe
704,704,c0-9,c0-9c0s0n0,1856,0,14,16,xe
705,705,c0-9,c0-9c0s0n1,1857,0,14,16,xe
706,706,c0-9,c0-9c0s1n0,1860,0,14,17,lnet
707,707,c0-9,c0-9c0s1n1,1861,0,14,17,lnet
708,708,c0-9,c0-9c0s2n0,1864,0,14,18,xe
709,709,c0-9,c0-9c0s2n1,1865,0,14,18,xe
710,710,c0-9,c0-9c0s3n0,1868,0,14,19,xe
711,711,c0-9,c0-9c0s3n1,1869,0,14,19,xe
712,712,c0-9,c0-9c0s4n0,1872,0,14,20,xe
713,713,c0-9,c0-9c0s4n1,1873,0,14,20,xe
714,714,c0-9,c0-9c0s5n0,1876,0,14,21,xe
715,715,c0-9,c0-9c0s5n1,1877,0,14,21,xe
716,716,c0-9,c0-9c0s6n0,1880,0,14,22,xe
717,717,c0-9,c0-9c0s6n1,1881,0,14,22,xe
718,718,c0-9,c0-9c0s7n0,1884,0,14,23,xe
719,719,c0-9,c0-9c0s7n1,1885,0,14,23,xe
720,720,c0-9,c0-9c0s7n2,2012,0,15,23,xe
721,721,c0-9,c0-9c0s7n3,2013,0,15,23,xe
722,722,c0-9,c0-9c0s6n2,2008,0,15,22,xe
723,723,c0-9,c0-9c0s6n3,2009,0,15,22,xe
724,724,c0-9,c0-9c0s5n2,2004,0,15,21,xe
725,725,c0-9,c0-9c0s5n3,2005,0,15,21,xe
726,726,c0-9,c0-9c0s4n2,2000,0,15,20,xe
727,727,c0-9,c0-9c0s4n3,2001,0,15,20,xe
728,728,c0-9,c0-9c0s3n2,1996,0,15,19,xe
729,729,c0-9,c0-9c0s3n3,1997,0,15,19,xe
730,730,c0-9,c0-9c0s2n2,1992,0,15,18,xe
731,731,c0-9,c0-9c0s2n3,1993,0,15,18,xe
732,732,c0-9,c0-9c0s1n2,1988,0,15,17,lnet
733,733,c0-9,c0-9c0s1n3,1989,0,15,17,lnet
734,734,c0-9,c0-9c0s0n2,1984,0,15,16,xe
735,735,c0-9,c0-9c0s0n3,1985,0,15,16,xe
736,736,c0-9,c0-9c1s0n2,1980,0,15,15,xe
737,737,c0-9,c0-9c1s0n3,1981,0,15,15,xe
738,738,c0-9,c0-9c1s1n2,1976,0,15,14,xe
739,739,c0-9,c0-9c1s1n3,1977,0,15,14,xe
740,740,c0-9,c0-9c1s2n2,1972,0,15,13,xe
741,741,c0-9,c0-9c1s2n3,1973,0,15,13,xe
742,742,c0-9,c0-9c1s3n2,1968,0,15,12,xe
743,743,c0-9,c0-9c1s3n3,1969,0,15,12,xe
744,744,c0-9,c0-9c1s4n2,1964,0,15,11,xe
745,745,c0-9,c0-9c1s4n3,1965,0,15,11,xe
746,746,c0-9,c0-9c1s5n2,1960,0,15,10,xe
747,747,c0-9,c0-9c1s5n3,1961,0,15,10,xe
748,748,c0-9,c0-9c1s6n2,1956,0,15,9,xe
749,749,c0-9,c0-9c1s6n3,1957,0,15,9,xe
750,750,c0-9,c0-9c1s7n2,1952,0,15,8,xe
751,751,c0-9,c0-9c1s7n3,1953,0,15,8,xe
752,752,c0-9,c0-9c2s7n2,1948,0,15,7,xe
753,753,c0-9,c0-9c2s7n3,1949,0,15,7,xe
754,754,c0-9,c0-9c2s6n2,1944,0,15,6,xe
755,755,c0-9,c0-9c2s6n3,1945,0,15,6,xe
756,756,c0-9,c0-9c2s5n2,1940,0,15,5,xe
757,757,c0-9,c0-9c2s5n3,1941,0,15,5,xe
758,758,c0-9,c0-9c2s4n2,1936,0,15,4,xe
759,759,c0-9,c0-9c2s4n3,1937,0,15,4,xe
760,760,c0-9,c0-9c2s3n2,1932,0,15,3,xe
761,761,c0-9,c0-9c2s3n3,1933,0,15,3,xe
762,762,c0-9,c0-9c2s2n2,1928,0,15,2,xe
763,763,c0-9,c0-9c2s2n3,1929,0,15,2,xe
764,764,c0-9,c0-9c2s1n2,1924,0,15,1,xe
765,765,c0-9,c0-9c2s1n3,1925,0,15,1,xe
766,766,c0-9,c0-9c2s0n2,1920,0,15,0,xe
767,767,c0-9,c0-9c2s0n3,1921,0,15,0,xe
768,768,c0-7,c0-7c0s0n0,2048,0,16,0,xe
769,769,c0-7,c0-7c0s0n1,2049,0,16,0,xe
770,770,c0-7,c0-7c0s1n0,2052,0,16,1,xe
771,771,c0-7,c0-7c0s1n1,2053,0,16,1,xe
772,772,c0-7,c0-7c0s2n0,2056,0,16,2,xe
773,773,c0-7,c0-7c0s2n1,2057,0,16,2,xe
774,774,c0-7,c0-7c0s3n0,2060,0,16,3,xe
775,775,c0-7,c0-7c0s3n1,2061,0,16,3,xe
776,776,c0-7,c0-7c0s4n0,2064,0,16,4,xe
777,777,c0-7,c0-7c0s4n1,2065,0,16,4,xe
778,778,c0-7,c0-7c0s5n0,2068,0,16,5,xe
779,779,c0-7,c0-7c0s5n1,2069,0,16,5,xe
780,780,c0-7,c0-7c0s6n0,2072,0,16,6,xe
781,781,c0-7,c0-7c0s6n1,2073,0,16,6,xe
782,782,c0-7,c0-7c0s7n0,2076,0,16,7,xe
783,783,c0-7,c0-7c0s7n1,2077,0,16,7,xe
784,784,c0-7,c0-7c1s7n0,2080,0,16,8,xe
785,785,c0-7,c0-7c1s7n1,2081,0,16,8,xe
786,786,c0-7,c0-7c1s6n0,2084,0,16,9,lnet
787,787,c0-7,c0-7c1s6n1,2085,0,16,9,lnet
788,788,c0-7,c0-7c1s5n0,2088,0,16,10,xe
789,789,c0-7,c0-7c1s5n1,2089,0,16,10,xe
790,790,c0-7,c0-7c1s4n0,2092,0,16,11,xe
791,791,c0-7,c0-7c1s4n1,2093,0,16,11,xe
792,792,c0-7,c0-7c1s3n0,2096,0,16,12,xe
793,793,c0-7,c0-7c1s3n1,2097,0,16,12,xe
794,794,c0-7,c0-7c1s2n0,2100,0,16,13,xe
795,795,c0-7,c0-7c1s2n1,2101,0,16,13,xe
796,796,c0-7,c0-7c1s1n0,2104,0,16,14,xe
797,797,c0-7,c0-7c1s1n1,2105,0,16,14,xe
798,798,c0-7,c0-7c1s0n0,2108,0,16,15,xe
799,799,c0-7,c0-7c1s0n1,2109,0,16,15,xe
800,800,c0-7,c0-7c2s0n0,2112,0,16,16,xe
801,801,c0-7,c0-7c2s0n1,2113,0,16,16,xe
802,802,c0-7,c0-7c2s1n0,2116,0,16,17,xe
803,803,c0-7,c0-7c2s1n1,2117,0,16,17,xe
804,804,c0-7,c0-7c2s2n0,2120,0,16,18,xe
805,805,c0-7,c0-7c2s2n1,2121,0,16,18,xe
806,806,c0-7,c0-7c2s3n0,2124,0,16,19,xe
807,807,c0-7,c0-7c2s3n1,2125,0,16,19,xe
808,808,c0-7,c0-7c2s4n0,2128,0,16,20,xe
809,809,c0-7,c0-7c2s4n1,2129,0,16,20,xe
810,810,c0-7,c0-7c2s5n0,2132,0,16,21,xe
811,811,c0-7,c0-7c2s5n1,2133,0,16,21,xe
812,812,c0-7,c0-7c2s6n0,2136,0,16,22,xe
813,813,c0-7,c0-7c2s6n1,2137,0,16,22,xe
814,814,c0-7,c0-7c2s7n0,2140,0,16,23,xe
815,815,c0-7,c0-7c2s7n1,2141,0,16,23,xe
816,816,c0-7,c0-7c2s7n2,2268,0,17,23,xe
817,817,c0-7,c0-7c2s7n3,2269,0,17,23,xe
818,818,c0-7,c0-7c2s6n2,2264,0,17,22,xe
819,819,c0-7,c0-7c2s6n3,2265,0,17,22,xe
820,820,c0-7,c0-7c2s5n2,2260,0,17,21,xe
821,821,c0-7,c0-7c2s5n3,2261,0,17,21,xe
822,822,c0-7,c0-7c2s4n2,2256,0,17,20,xe
823,823,c0-7,c0-7c2s4n3,2257,0,17,20,xe
824,824,c0-7,c0-7c2s3n2,2252,0,17,19,xe
825,825,c0-7,c0-7c2s3n3,2253,0,17,19,xe
826,826,c0-7,c0-7c2s2n2,2248,0,17,18,xe
827,827,c0-7,c0-7c2s2n3,2249,0,17,18,xe
828,828,c0-7,c0-7c2s1n2,2244,0,17,17,xe
829,829,c0-7,c0-7c2s1n3,2245,0,17,17,xe
830,830,c0-7,c0-7c2s0n2,2240,0,17,16,xe
831,831,c0-7,c0-7c2s0n3,2241,0,17,16,xe
832,832,c0-7,c0-7c1s0n2,2236,0,17,15,xe
833,833,c0-7,c0-7c1s0n3,2237,0,17,15,xe
834,834,c0-7,c0-7c1s1n2,2232,0,17,14,xe
835,835,c0-7,c0-7c1s1n3,2233,0,17,14,xe
836,836,c0-7,c0-7c1s2n2,2228,0,17,13,xe
837,837,c0-7,c0-7c1s2n3,2229,0,17,13,xe
838,838,c0-7,c0-7c1s3n2,2224,0,17,12,xe
839,839,c0-7,c0-7c1s3n3,2225,0,17,12,xe
840,840,c0-7,c0-7c1s4n2,2220,0,17,11,xe
841,841,c0-7,c0-7c1s4n3,2221,0,17,11,xe
842,842,c0-7,c0-7c1s5n2,2216,0,17,10,xe
843,843,c0-7,c0-7c1s5n3,2217,0,17,10,xe
844,844,c0-7,c0-7c1s6n2,2212,0,17,9,lnet
845,845,c0-7,c0-7c1s6n3,2213,0,17,9,lnet
846,846,c0-7,c0-7c1s7n2,2208,0,17,8,xe
847,847,c0-7,c0-7c1s7n3,2209,0,17,8,xe
848,848,c0-7,c0-7c0s7n2,2204,0,17,7,xe
849,849,c0-7,c0-7c0s7n3,2205,0,17,7,xe
850,850,c0-7,c0-7c0s6n2,2200,0,17,6,xe
851,851,c0-7,c0-7c0s6n3,2201,0,17,6,xe
852,852,c0-7,c0-7c0s5n2,2196,0,17,5,xe
853,853,c0-7,c0-7c0s5n3,2197,0,17,5,xe
854,854,c0-7,c0-7c0s4n2,2192,0,17,4,xe
855,855,c0-7,c0-7c0s4n3,2193,0,17,4,xe
856,856,c0-7,c0-7c0s3n2,2188,0,17,3,xe
857,857,c0-7,c0-7c0s3n3,2189,0,17,3,xe
858,858,c0-7,c0-7c0s2n2,2184,0,17,2,xe
859,859,c0-7,c0-7c0s2n3,2185,0,17,2,xe
860,860,c0-7,c0-7c0s1n2,2180,0,17,1,xe
861,861,c0-7,c0-7c0s1n3,2181,0,17,1,xe
862,862,c0-7,c0-7c0s0n2,2176,0,17,0,xe
863,863,c0-7,c0-7c0s0n3,2177,0,17,0,xe
864,864,c0-5,c0-5c2s0n0,2304,0,18,0,xe
865,865,c0-5,c0-5c2s0n1,2305,0,18,0,xe
866,866,c0-5,c0-5c2s1n0,2308,0,18,1,xe
867,867,c0-5,c0-5c2s1n1,2309,0,18,1,xe
868,868,c0-5,c0-5c2s2n0,2312,0,18,2,xe
869,869,c0-5,c0-5c2s2n1,2313,0,18,2,xe
870,870,c0-5,c0-5c2s3n0,2316,0,18,3,xe
871,871,c0-5,c0-5c2s3n1,2317,0,18,3,xe
872,872,c0-5,c0-5c2s4n0,2320,0,18,4,xe
873,873,c0-5,c0-5c2s4n1,2321,0,18,4,xe
874,874,c0-5,c0-5c2s5n0,2324,0,18,5,xe
875,875,c0-5,c0-5c2s5n1,2325,0,18,5,xe
876,876,c0-5,c0-5c2s6n0,2328,0,18,6,xe
877,877,c0-5,c0-5c2s6n1,2329,0,18,6,xe
878,878,c0-5,c0-5c2s7n0,2332,0,18,7,xe
879,879,c0-5,c0-5c2s7n1,2333,0,18,7,xe
880,880,c0-5,c0-5c1s7n0,2336,0,18,8,xe
881,881,c0-5,c0-5c1s7n1,2337,0,18,8,xe
882,882,c0-5,c0-5c1s6n0,2340,0,18,9,xe
